steamid,wave
76561199804876507, 109.93
76561199229279120, 109.90
76561198825101910, 109.72
76561198837280898, 109.69
76561198221923516, 109.57
76561199208493052, 109.00
76561199010573290, 108.94
76561198307965753, 108.93
76561198196500478, 108.79
76561198913431374, 108.55
76561198370792203, 108.49
76561199070028098, 108.32
76561198320687590, 108.17
76561199242981355, 107.94
76561199734758321, 107.92
76561199016106096, 107.89
76561199568026704, 107.76
76561198874220855, 107.72
76561199487033385, 107.72
76561199057312325, 107.56
76561198303278881, 107.36
76561199436233950, 107.03
76561199037172208, 106.90
76561198094230610, 106.88
76561198396009767, 106.77
76561198843984998, 106.77
76561199089496327, 106.72
76561198997380708, 106.55
76561199369477794, 106.50
76561199187281012, 106.41
76561199141129702, 106.34
76561199407802328, 106.15
76561198354445548, 105.90
76561199500290538, 105.89
76561199251934758, 105.88
76561199445604971, 105.87
76561199013436624, 105.81
76561199498509030, 105.78
76561199797208434, 105.68
76561199074687036, 105.67
76561198836674619, 105.65
76561199218603972, 105.51
76561199006428860, 105.46
76561198755511888, 105.37
76561199687139818, 105.29
76561199082183473, 105.06
76561198932451025, 104.87
76561198244560218, 104.81
76561198042551655, 104.72
76561199817175202, 104.71
76561199638274354, 104.54
76561198391867023, 104.48
76561199089599602, 104.47
76561199037639154, 104.28
76561198148375932, 104.10
76561198207877387, 104.08
76561199888857998, 104.00
76561198236156000, 104.00
76561198440888415, 103.85
76561199550604433, 103.79
76561199150800048, 103.78
76561199389196134, 103.64
76561198334612838, 103.59
76561199151662664, 103.38
76561198059208123, 103.37
76561198973550995, 103.33
76561198349214199, 103.00
76561199192314459, 102.88
76561199428103410, 102.84
76561198799920016, 102.83
76561198353098403, 102.81
76561199574779558, 102.78
76561198994114756, 102.45
76561198841996351, 102.42
76561199399720114, 102.40
76561198072503648, 102.21
76561198334038287, 102.19
76561199191161281, 102.07
76561199583708433, 102.04
76561199230140424, 102.00
76561198787294805, 102.00
76561198845071722, 101.98
76561199219281205, 101.90
76561199234789172, 101.89
76561199496325130, 101.80
76561199486350948, 101.79
76561199217568112, 101.72
76561199103061801, 101.70
76561199258406422, 101.67
76561198195853205, 101.64
76561198977155539, 101.63
76561199163793701, 101.62
76561198806548668, 101.57
76561199470616562, 101.56
76561199658175573, 101.55
76561198868946344, 101.54
76561199466288024, 101.50
76561199407604887, 101.49
76561198207918236, 101.48
76561199882577178, 101.46
76561199350831368, 101.44
76561198265538114, 101.43
76561199225834761, 101.43
76561198409958428, 101.41
76561199839236164, 101.40
76561198125698466, 101.25
76561198059520524, 101.19
76561198314748409, 101.18
76561199251119632, 101.12
76561199472052032, 101.12
76561198765947765, 101.12
76561199202707901, 101.11
76561199107137768, 101.11
76561199100034716, 101.02
76561199532379073, 101.01
76561198825711763, 101.00
76561199793163831, 101.00
76561199476671823, 101.00
76561199428253387, 101.00
76561199347115999, 101.00
76561199198074477, 101.00
76561199158764571, 101.00
76561199082005006, 101.00
76561199072618073, 101.00
76561198009870580, 101.00
76561199386825990, 100.98
76561199150009790, 100.93
76561199489595561, 100.90
76561198074167404, 100.88
76561198749169338, 100.83
76561198175481435, 100.82
76561199405352794, 100.80
76561199006547904, 100.77
76561198951442463, 100.61
76561198980940721, 100.57
76561199512506045, 100.52
76561198989260055, 100.48
76561198407223073, 100.45
76561199049546954, 100.43
76561199040047581, 100.41
